Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
2310,115.0,0.0,491.0,10.0,71.0,105660.0,0.0,2224.3460793853633,2224.3460793853633,0.0,15883.966299295425,,,,,,,,,,,,,,,,928.9336670336473,680.7329078912179,2160.5523413673423,-0.0734983107837633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,115.0,0.0,568.0,11.0,77.0,105737.0,0.0,2435.8515277323836,2435.8515277323836,0.0,15890.062185287476,,,,,,,,,,,,,,,,1024.2330184172997,713.9716742485193,2359.3449302444974,-0.057431059808943315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,115.0,0.0,604.0,12.0,36.0,105773.0,0.0,1260.8234423261229,1260.8234423261229,0.0,15893.348284244537,,,,,,,,,,,,,,,,484.6922684706926,399.3761286335239,1244.6191398009792,-0.044892133951893405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,115.0,0.0,627.0,13.0,23.0,105796.0,0.0,682.5414087801516,682.5414087801516,0.0,15895.763165473938,,,,,,,,,,,,,,,,226.9575308578198,214.46266896942296,677.9993849553773,-0.041315478204909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,115.0,0.0,646.0,14.0,19.0,105815.0,0.0,505.7156881603431,505.7156881603431,0.0,15897.76910328865,,,,,,,,,,,,,,,,166.1141423100841,161.14030881045193,503.0625820384902,-0.043113678204909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,115.0,0.0,673.0,15.0,27.0,105842.0,0.0,807.299977890443,807.299977890443,0.0,15900.411086082458,,,,,,,,,,,,,,,,294.59146874437545,253.25605133057763,800.1461543887336,-0.04311008000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,115.0,0.0,707.0,16.0,34.0,105876.0,0.0,1097.0245794996276,1097.0245794996276,0.0,15903.531723022461,,,,,,,,,,,,,,,,449.6222820875395,335.90493409448146,1082.820242150802,-0.041322663813907305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,115.0,0.0,746.0,17.0,39.0,105915.0,0.0,1183.913102638945,1183.913102638945,0.0,15907.055711269379,,,,,,,,,,,,,,,,477.0062725497347,369.1508361144322,1166.4763343438497,-0.046688535751893405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,115.0,0.0,857.0,18.0,111.0,106026.0,0.0,2900.106574998292,2900.106574998292,0.0,15915.401587486267,,,,,,,,,,,,,,,,1022.4573178844641,858.1143095759717,2789.4032159290464,-0.09312622719756952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,115.0,0.0,876.0,19.0,19.0,106045.0,0.0,409.88425884730333,409.88425884730333,0.0,15917.370314598083,,,,,,,,,,,,,,,,115.86940513687583,130.47622633842317,408.09083098068345,-0.0574220921621775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,115.0,0.0,953.0,20.0,77.0,106122.0,0.0,1931.9746560153692,1931.9746560153692,0.0,15923.362527132034,,,,,,,,,,,,,,,,818.5503031786137,489.7678342141103,1870.8170997703862,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,116.0,0.0,45.0,1.0,45.0,106167.0,0.0,912.0663839448268,912.0663839448268,0.0,15986.03711605072,,,,,,,,,,,,,,,,210.48245937771813,275.0426986219725,903.4981714442736,-0.17819347996663817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,116.0,0.0,76.0,2.0,31.0,106198.0,0.0,993.5753339340727,993.5753339340727,0.0,15987.097201347351,,,,,,,,,,,,,,,,403.91818287480925,312.02876057261915,982.0359061711252,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,116.0,0.0,102.0,3.0,26.0,106224.0,0.0,629.8696331619814,629.8696331619814,0.0,15989.589007616043,,,,,,,,,,,,,,,,198.34416637182832,198.68605549595165,625.3380228591733,-0.053831079574770305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,116.0,0.0,144.0,4.0,42.0,106266.0,0.0,1277.314237634925,1277.314237634925,0.0,15993.234686613083,,,,,,,,,,,,,,,,551.7048142877219,392.22685599230016,1255.3980334683094,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,116.0,0.0,170.0,5.0,26.0,106292.0,0.0,781.5094213749379,781.5094213749379,0.0,15995.840220451355,,,,,,,,,,,,,,,,263.0702840524013,254.99686885301398,775.4450390286045,-0.05742927957477031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,116.0,0.0,196.0,6.0,26.0,106318.0,0.0,951.030211584742,951.030211584742,0.0,15998.450697660446,,,,,,,,,,,,,,,,384.17539000763804,305.2096780754211,941.9836350796232,-0.03235142063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,116.0,0.0,216.0,7.0,20.0,106338.0,0.0,449.5880795478803,449.5880795478803,0.0,16000.547311544418,,,,,,,,,,,,,,,,128.98523952922213,136.36342412374321,447.4558305878837,-0.0466813519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,116.0,0.0,348.0,8.0,132.0,106470.0,0.0,3969.9016296248824,3969.9016296248824,0.0,16010.359313249588,,,,,,,,,,,,,,,,1870.8152739928737,1069.803670603335,3726.6806941519776,-0.06281130475497929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,116.0,0.0,440.0,9.0,92.0,106562.0,0.0,2835.5312376906727,2835.5312376906727,0.0,16017.37258553505,,,,,,,,,,,,,,,,1146.8501198100532,778.688596369407,2732.7537804485974,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,116.0,0.0,467.0,10.0,27.0,106589.0,0.0,948.5562022030614,948.5562022030614,0.0,16020.045066833496,,,,,,,,,,,,,,,,374.75537951428873,308.50689588684054,939.3771841403161,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,116.0,0.0,544.0,11.0,77.0,106666.0,0.0,2693.046474077574,2693.046474077574,0.0,16026.333280563354,,,,,,,,,,,,,,,,1170.2232098255022,772.4823839547403,2605.544831752764,-0.050281341150093396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,116.0,0.0,589.0,12.0,45.0,106711.0,0.0,1571.8792802571295,1571.8792802571295,0.0,16030.200174331665,,,,,,,,,,,,,,,,657.0552126504018,481.6749653509403,1543.8556513392007,-0.043113678204909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,116.0,0.0,621.0,13.0,32.0,106743.0,0.0,975.8171526648467,975.8171526648467,0.0,16033.17924785614,,,,,,,,,,,,,,,,357.64233610189973,311.08186285536016,965.3379358454316,-0.0574274867639775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,116.0,0.0,649.0,14.0,28.0,106771.0,0.0,642.8357217894063,642.8357217894063,0.0,16035.858623504639,,,,,,,,,,,,,,,,187.19661976501814,200.9885047673503,638.2324488848711,-0.08422299094846443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,116.0,0.0,671.0,15.0,22.0,106793.0,0.0,522.4889969558551,522.4889969558551,0.0,16038.224882364273,,,,,,,,,,,,,,,,173.6314203812873,167.41926955726188,519.1882940014685,-0.0466831411500934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,116.0,0.0,748.0,16.0,77.0,106870.0,0.0,2073.1808568089928,2073.1808568089928,0.0,16044.307740688324,,,,,,,,,,,,,,,,851.7947040337469,566.8854503896368,2009.6022668652604,-0.03951907280670911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,116.0,0.0,802.0,17.0,54.0,106924.0,0.0,1032.4090298382891,1032.4090298382891,0.0,16049.860675096512,,,,,,,,,,,,,,,,409.8818745807582,232.6972588710723,1011.286695306235,-0.021578397229970018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,116.0,0.0,836.0,18.0,34.0,106958.0,0.0,1010.4314362890661,1010.4314362890661,0.0,16052.874467849731,,,,,,,,,,,,,,,,360.36017236708767,324.0642039099607,999.1783687973824,-0.06996105571316134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,116.0,0.0,857.0,19.0,21.0,106979.0,0.0,465.56385307936165,465.56385307936165,0.0,16055.243425607681,,,,,,,,,,,,,,,,136.45233648464796,146.30406187063198,463.1615155287129,-0.05384724181794152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,116.0,0.0,932.0,20.0,75.0,107054.0,0.0,1147.2477672286432,1147.2477672286432,0.0,16061.11761522293,,,,,,,,,,,,,,,,319.1848479589653,332.4497087821821,1124.4333369686904,-0.25364462711224345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,117.0,0.0,60.0,1.0,60.0,107114.0,0.0,1901.3829905328432,1901.3829905328432,0.0,16126.44872713089,,,,,,,,,,,,,,,,737.5222004734436,574.1113203489311,1858.9906491535905,-0.06101310475497929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,117.0,0.0,110.0,2.0,50.0,107164.0,0.0,1603.0453004735946,1603.0453004735946,0.0,16130.634337425232,,,,,,,,,,,,,,,,619.8479245815088,488.51120045327855,1573.6265307752944,-0.05743465800894331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,117.0,0.0,130.0,3.0,20.0,107184.0,0.0,539.7707781252432,539.7707781252432,0.0,16132.717759132385,,,,,,,,,,,,,,,,177.15738015144248,172.19324360515935,536.7643949171318,-0.03951547820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,117.0,0.0,202.0,4.0,72.0,107256.0,0.0,2197.245758885195,2197.245758885195,0.0,16138.37967801094,,,,,,,,,,,,,,,,1019.5170689430395,625.4721638944371,2125.966496417715,-0.03772446381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,117.0,0.0,247.0,5.0,45.0,107301.0,0.0,1122.5381409028957,1122.5381409028957,0.0,16142.149600028992,,,,,,,,,,,,,,,,462.22945825406117,307.73897637918304,1102.8406559374005,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,117.0,0.0,278.0,6.0,31.0,107332.0,0.0,890.2582681385796,890.2582681385796,0.0,16145.086581230164,,,,,,,,,,,,,,,,323.5739898782754,277.083145773293,881.1085830353885,-0.050268768124904196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,117.0,0.0,302.0,7.0,24.0,107356.0,0.0,533.9594614521687,533.9594614521687,0.0,16147.627550125122,,,,,,,,,,,,,,,,166.26858653208865,165.3983995314133,530.4995148902889,-0.05742748137477031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,117.0,0.0,404.0,8.0,102.0,107458.0,0.0,3816.111322728174,3816.111322728174,0.0,16155.436322450638,,,,,,,,,,,,,,,,1705.843246775329,1088.6535353519312,3645.7610726297185,-0.044892133951893405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,117.0,0.0,421.0,9.0,17.0,107475.0,0.0,1178.789369858675,1178.789369858675,0.0,16158.488080263138,,,,,,,,,,,,,,,,365.7346186190404,420.96313517603267,1173.7456269691206,-0.0484741627267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,117.0,0.0,453.0,10.0,32.0,107507.0,0.0,1019.2956235016941,1019.2956235016941,0.0,16161.45975780487,,,,,,,,,,,,,,,,392.08173004894536,324.33215043557345,1007.756764905033,-0.05207235913210239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,117.0,0.0,507.0,11.0,54.0,107561.0,0.0,1568.753946119831,1568.753946119831,0.0,16166.00353217125,,,,,,,,,,,,,,,,661.8325556954003,487.72107284293276,1534.5495376499298,-0.05563825979995051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,117.0,0.0,550.0,12.0,43.0,107604.0,0.0,1417.8077009647604,1417.8077009647604,0.0,16169.722424983978,,,,,,,,,,,,,,,,596.8400040705932,426.70994893207546,1393.537117907633,-0.03414962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,117.0,0.0,570.0,13.0,20.0,107624.0,0.0,549.270466650143,549.270466650143,0.0,16171.920110464096,,,,,,,,,,,,,,,,152.36307931598222,174.81662259249075,546.7699750388624,-0.05563287059275231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,117.0,0.0,596.0,14.0,26.0,107650.0,0.0,695.2799185623104,695.2799185623104,0.0,16174.4663772583,,,,,,,,,,,,,,,,231.97114032836095,224.17597892148837,689.9386075212946,-0.05923105980894331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,117.0,0.0,631.0,15.0,35.0,107685.0,0.0,864.8357516603285,864.8357516603285,0.0,16177.635990142822,,,,,,,,,,,,,,,,305.79546074121004,271.1377194084394,854.9878984328191,-0.06635568805202431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,117.0,0.0,706.0,16.0,75.0,107760.0,0.0,1390.9859401580463,1390.9859401580463,0.0,16183.468411922455,,,,,,,,,,,,,,,,642.3867604411187,351.53840015333185,1344.1510842091727,-0.06281130475497929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,117.0,0.0,767.0,17.0,61.0,107821.0,0.0,1791.9894288851233,1791.9894288851233,0.0,16188.372473478317,,,,,,,,,,,,,,,,795.4301143917232,520.5695352097126,1745.2134053125408,-0.032347826030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,117.0,0.0,805.0,18.0,38.0,107859.0,0.0,1078.638954421427,1078.638954421427,0.0,16191.73486828804,,,,,,,,,,,,,,,,407.02390171679485,343.0042434912616,1064.236282438627,-0.055634658008943315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,117.0,0.0,827.0,19.0,22.0,107881.0,0.0,514.0312593847808,514.0312593847808,0.0,16193.981038808823,,,,,,,,,,,,,,,,142.36016791326335,160.19769342196528,511.41074643712625,-0.06995568265742251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,117.0,0.0,936.0,20.0,109.0,107990.0,0.0,3870.4308314949335,3870.4308314949335,0.0,16202.099802732468,,,,,,,,,,,,,,,,1680.8023105658867,1139.8780558264443,3690.914293937191,-0.0556292867639775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,118.0,0.0,36.0,1.0,36.0,108026.0,0.0,1224.968217772263,1224.968217772263,0.0,16265.874725580215,,,,,,,,,,,,,,,,442.25868776558326,383.96668860081155,1210.257162174877,-0.0592292669981505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,118.0,0.0,71.0,2.0,35.0,108061.0,0.0,1152.15044699822,1152.15044699822,0.0,16269.12373638153,,,,,,,,,,,,,,,,439.2293013496422,360.0371292735869,1137.915336787771,-0.04847236452670419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,118.0,0.0,89.0,3.0,18.0,108079.0,0.0,452.21698872836,452.21698872836,0.0,16271.144612312317,,,,,,,,,,,,,,,,124.8614270216649,142.8919548651217,450.419902944915,-0.050281341150093396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,118.0,0.0,165.0,4.0,76.0,108155.0,0.0,2541.8786780888686,2541.8786780888686,0.0,16277.106905698776,,,,,,,,,,,,,,,,1134.7187430420752,740.6822071610522,2458.0981517694413,-0.03951906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,118.0,0.0,191.0,5.0,26.0,108181.0,0.0,648.6414774422889,648.6414774422889,0.0,16279.56188416481,,,,,,,,,,,,,,,,219.34422552628408,206.91361859627335,643.582109688294,-0.0592292669981505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,118.0,0.0,226.0,6.0,35.0,108216.0,0.0,1114.8393752392708,1114.8393752392708,0.0,16282.749455690384,,,,,,,,,,,,,,,,460.3204981975406,340.8585271202365,1099.8279857881455,-0.030553220632740043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,118.0,0.0,246.0,7.0,20.0,108236.0,0.0,432.89033339249636,432.89033339249636,0.0,16284.88213634491,,,,,,,,,,,,,,,,130.1374337703839,141.58787807062964,430.71830302010886,-0.0592238849729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,118.0,0.0,420.0,8.0,174.0,108410.0,0.0,4869.940477185147,4869.940477185147,0.0,16297.471569776535,,,,,,,,,,,,,,,,2376.3003362541467,1291.5576530828523,4460.925143820747,-0.05207235913210239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,118.0,0.0,489.0,9.0,69.0,108479.0,0.0,1764.54027061609,1764.54027061609,0.0,16302.911951065063,,,,,,,,,,,,,,,,785.2474748284768,481.1692944647308,1712.0702651180443,-0.05741849935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,118.0,0.0,579.0,10.0,90.0,108569.0,0.0,2568.221944245205,2568.221944245205,0.0,16309.796129703522,,,,,,,,,,,,,,,,1072.3198308114106,740.5576355900524,2474.1873468189974,-0.03951547820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,118.0,0.0,659.0,11.0,80.0,108649.0,0.0,2480.7603474736848,2480.7603474736848,0.0,16316.086185216904,,,,,,,,,,,,,,,,1130.741257232096,710.6000614483647,2392.6937406357533,-0.0484813519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,118.0,0.0,807.0,12.0,148.0,108797.0,0.0,4322.538750429588,4322.538750429588,0.0,16327.162517786026,,,,,,,,,,,,,,,,1876.5739464610328,1116.3343645380214,4048.854661014367,-0.07528932517476511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,118.0,0.0,846.0,13.0,39.0,108836.0,0.0,1076.463698737168,1076.463698737168,0.0,16330.795249938965,,,,,,,,,,,,,,,,365.4574485440979,343.8074907803638,1063.2741323763246,-0.08777283327561253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,118.0,0.0,867.0,14.0,21.0,108857.0,0.0,580.1925892194413,580.1925892194413,0.0,16333.173219919205,,,,,,,,,,,,,,,,180.71884358658946,185.16780115177775,576.9744679720952,-0.0502777501428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,118.0,0.0,895.0,15.0,28.0,108885.0,0.0,764.0651025813343,764.0651025813343,0.0,16336.012724876404,,,,,,,,,,,,,,,,280.78473617387243,245.0270783166188,756.9600900585244,-0.0466813519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,118.0,0.0,932.0,16.0,37.0,108922.0,0.0,1207.8288606472981,1207.8288606472981,0.0,16339.261817216873,,,,,,,,,,,,,,,,517.7569394414186,361.26305828330953,1189.8617156035698,-0.03055142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,118.0,0.0,950.0,17.0,18.0,108940.0,0.0,493.31294087237586,493.31294087237586,0.0,16341.17780470848,,,,,,,,,,,,,,,,168.76974075934015,157.03595308949218,490.765851390098,-0.032347826030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,118.0,0.0,976.0,18.0,26.0,108966.0,0.0,675.9500121004463,675.9500121004463,0.0,16343.762814760208,,,,,,,,,,,,,,,,224.14941986130344,216.5871105627827,670.7929201041569,-0.05742567599095231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,118.0,0.0,990.0,19.0,14.0,108980.0,0.0,329.8250198623085,329.8250198623085,0.0,16345.50764632225,,,,,,,,,,,,,,,,100.77127041624904,111.88262818348609,328.7429650415226,-0.03952446381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,118.0,0.0,1170.0,20.0,180.0,109160.0,0.0,1607.2026437986242,1607.2026437986242,0.0,16358.596950531006,,,,,,,,,,,,,,,,190.3556782832981,402.7150536218174,1574.513134842475,-1.0557943438873847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,119.0,0.0,52.0,1.0,52.0,109212.0,0.0,1749.2747511656974,1749.2747511656974,0.0,16438.548673152924,,,,,,,,,,,,,,,,738.0643538736008,520.608170125087,1712.6080127770479,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,119.0,0.0,103.0,2.0,51.0,109263.0,0.0,1614.0220035179045,1614.0220035179045,0.0,16442.90233898163,,,,,,,,,,,,,,,,634.7147510561471,497.8953438822102,1583.2347860000411,-0.06996105571316134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,119.0,0.0,126.0,3.0,23.0,109286.0,0.0,513.7351329183062,513.7351329183062,0.0,16445.1650493145,,,,,,,,,,,,,,,,145.01901563749988,159.36968268735342,510.9106061648086,-0.06636646827001533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,119.0,0.0,149.0,4.0,23.0,109309.0,0.0,451.02198577952,451.02198577952,0.0,16447.621304512024,,,,,,,,,,,,,,,,107.90738081634376,139.2734803420669,448.98910512586997,-0.080644535250917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,119.0,0.0,194.0,5.0,45.0,109354.0,0.0,1218.8218511058735,1218.8218511058735,0.0,16451.563846111298,,,,,,,,,,,,,,,,479.11467093781255,374.0534828872303,1198.4601510647365,-0.0484777573321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,119.0,0.0,228.0,6.0,34.0,109388.0,0.0,1111.878423945407,1111.878423945407,0.0,16454.684707403183,,,,,,,,,,,,,,,,468.55280658748876,344.79872121244347,1097.0446731946272,-0.032347826030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,119.0,0.0,248.0,7.0,20.0,109408.0,0.0,402.16344425575585,402.16344425575585,0.0,16456.850160598755,,,,,,,,,,,,,,,,106.23200945176109,130.32568516464923,400.4392433100308,-0.06456645391316135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,119.0,0.0,389.0,8.0,141.0,109549.0,0.0,4551.728328138259,4551.728328138259,0.0,16468.456826210022,,,,,,,,,,,,,,,,2163.7621060574065,1274.6003822187881,4250.8887599441105,-0.0484813411500934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,119.0,0.0,411.0,9.0,22.0,109571.0,0.0,588.4859362565194,588.4859362565194,0.0,16470.72557616234,,,,,,,,,,,,,,,,178.67662440289527,189.85012271712267,585.1401907103661,-0.0574274867639775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,119.0,0.0,459.0,10.0,48.0,109619.0,0.0,798.0257544509523,798.0257544509523,0.0,16474.778735637665,,,,,,,,,,,,,,,,173.73173580150288,241.3387770855773,790.4771082407209,-0.20271014961828931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,119.0,0.0,541.0,11.0,82.0,109701.0,0.0,2779.65581247398,2779.65581247398,0.0,16481.163487672806,,,,,,,,,,,,,,,,1126.6212962269335,843.160582265835,2689.9628290123837,-0.08778360631158554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,119.0,0.0,595.0,12.0,54.0,109755.0,0.0,1405.765349490983,1405.765349490983,0.0,16485.767479896545,,,,,,,,,,,,,,,,544.7364191484417,375.80733665838335,1377.727310167134,-0.039520867412107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,119.0,0.0,616.0,13.0,21.0,109776.0,0.0,626.071084969289,626.071084969289,0.0,16487.99932694435,,,,,,,,,,,,,,,,224.84012720050356,205.78355802515856,621.9714137117903,-0.04131367820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,119.0,0.0,640.0,14.0,24.0,109800.0,0.0,575.6952742509858,575.6952742509858,0.0,16490.528923273087,,,,,,,,,,,,,,,,183.5678496313543,180.8664988609303,571.8615073672006,-0.053831079574770305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,119.0,0.0,659.0,15.0,19.0,109819.0,0.0,511.5649362239576,511.5649362239576,0.0,16492.515219926834,,,,,,,,,,,,,,,,164.87813946715377,164.66006252115523,508.94119276684853,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,119.0,0.0,700.0,16.0,41.0,109860.0,0.0,936.4589105161471,936.4589105161471,0.0,16496.01244020462,,,,,,,,,,,,,,,,363.5974296159,229.39883978746903,922.4738897916872,-0.03235142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,119.0,0.0,717.0,17.0,17.0,109877.0,0.0,430.66851958794575,430.66851958794575,0.0,16497.988053560257,,,,,,,,,,,,,,,,141.71236491775528,140.58636632828512,428.68809748182576,-0.039517274606709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,119.0,0.0,741.0,18.0,24.0,109901.0,0.0,755.5719520448054,755.5719520448054,0.0,16500.318819522858,,,,,,,,,,,,,,,,271.75638614743616,245.11772398012138,749.7995983756426,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,119.0,0.0,759.0,19.0,18.0,109919.0,0.0,489.407700396835,489.407700396835,0.0,16502.30276942253,,,,,,,,,,,,,,,,158.1723059003667,156.79952419163587,487.0476465371657,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,119.0,0.0,787.0,20.0,28.0,109947.0,0.0,786.7230479823834,786.7230479823834,0.0,16504.85438966751,,,,,,,,,,,,,,,,273.53640787536176,246.97245426224862,779.8438724343079,-0.046679553733902396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
